"individualID","uid","date","eventID","phenophaseName","phenophaseStatus","phenophaseIntensityDefinition","phenophaseIntensity","remarks","obsYear"
"NEON.PLA.D16.ABBY.06085","81bc4575-e0a8-4b6d-9704-5d0df2168819",2020-02-20,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06039","d88990f3-0d35-43fa-9721-8eeb9b7487f9",2020-02-20,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06012","fa8e92e0-f149-480a-a137-978077d539a0",2020-02-20,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06080","8aaddf2c-7959-4b8c-b032-8d22f9902229",2020-02-20,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06048","4b8b3567-2a84-41ae-b8c8-d9ef511c3b0f",2020-02-20,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06095","5df18a43-6057-4820-a4f7-5ef89fedcb8e",2020-02-20,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06022","1bde088f-71aa-4986-a843-828360dd64b1",2020-02-20,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06074","06aaa808-605c-4c1d-b81e-db006c8affb9",2020-02-20,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06089","fc1acb0a-80b5-4a18-8793-0f8f49c9fc68",2020-02-20,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06046","08f123c7-a769-4baa-82b8-c3c313ee65cf",2020-02-20,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06063","3e479199-948c-433c-bba3-93504acb5645",2020-02-20,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06098","33887516-9830-4c3d-bf5d-c6ac9d9bbf01",2020-02-20,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06039","0b074c41-45b3-4893-89cb-af6467d93a79",2020-02-20,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06042","6ab3be25-1e29-4049-a4b7-f74e8895f4f0",2020-02-20,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06029","9fc55553-0a2a-49df-bf76-5a1f74694fb0",2020-02-20,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06095","c1d4cd7e-9298-4594-88db-75551f210822",2020-02-20,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06095","9aaadad3-3066-4fd6-8c78-7506f33aeb67",2020-02-20,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06182","f30914e3-1fee-410f-887c-bfe787fce9b5",2020-02-20,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06095","68d17f6d-e3a8-47ef-99d8-ab4ac0e8294c",2020-02-20,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06071","6ec92dc9-385f-4031-ac30-54217504fe82",2020-02-20,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06098","845a94ae-cf26-4429-b1c4-cd695279566b",2020-02-20,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06027","c1ed6d50-8dc7-4bf6-92ee-8e239c2a32e6",2020-02-20,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06095","bf5e8189-8c42-4266-ace5-8ad7059306e2",2020-02-20,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06182","baad931e-d69e-475f-8f71-7bf6284f2fe4",2020-02-20,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06078","fc2cab42-c14c-428a-8421-3db2793908a5",2020-02-26,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06029","1b898337-cfef-4713-bac4-80388fba5423",2020-02-26,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06027","787df515-9114-4ea3-bfab-c4be826cbca4",2020-02-26,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06062","280b34a0-afae-4a45-aa0b-607bdfe24e33",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06041","ef44a1d2-0724-4c2f-afe6-c1ceace42a54",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06039","cb876aa7-8fb9-4f89-a51d-c4199b0bb550",2020-02-26,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06016","6bc71954-d1c5-4e22-8199-392d024cb476",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06027","c39ebdee-c24d-4797-8d96-e0b82c53b0aa",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06052","c455ba6d-f293-4a2c-ae4a-5c52b72d6b7f",2020-02-26,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06087","e47163af-5644-495a-87ff-1c0731fb90a3",2020-02-26,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06092","6fb86909-e65d-40db-9230-c47712e2922c",2020-02-26,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06080","e02196e8-1382-4e6a-9c37-0585ae1c6549",2020-02-26,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06004","fb9ba122-7f5b-45ea-91e6-4d79652ef295",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06039","fc7c48c2-9ef4-4bd4-833b-ffd259b49ea6",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06033","b6729055-2e6b-4e2b-b878-b4d388afcefc",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06071","5abcac49-d974-4264-9f6d-e0257b7a6c46",2020-02-26,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06047","d5a723a0-d299-4af4-bc51-a0843af2894d",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06028","9e3d1b0e-a7e6-472a-8882-d251623d53c7",2020-02-26,NA,"Young needles","no","Number of young needles present",NA,NA,2020
"NEON.PLA.D16.ABBY.06089","f25b5647-f8e1-4aad-a740-3d34deedd78b",2020-02-26,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06080","873381f1-2e69-47cb-beeb-1c5a73d9a90f",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06071","f42411bb-fbc5-45a6-ad73-b6d7230b7ca6",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06038","9f251a05-41f9-46e1-a8a7-8536dd5cf00a",2020-02-26,NA,"Young needles","no","Number of young needles present",NA,NA,2020
"NEON.PLA.D16.ABBY.06088","396611f4-8662-40b1-9598-d5e3f82b9917",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06179","0f2cebd8-fc82-49b9-b5a5-b38d09610241",2020-02-26,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06027","78bc8287-0227-48c6-8931-1f55eb2b6c98",2020-02-26,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06167","2ba08425-73b3-4a20-a99f-472b0a831071",2020-02-26,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06042","d8e2de12-c9eb-41ee-957d-78263182fd01",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06086","f4b0b1ab-5c23-44fb-b507-e766c0657e5c",2020-02-26,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06043","0c82df21-1cc6-4937-9022-b5c3824e07e3",2020-02-26,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06179","682a45c6-18f6-46b3-8c78-43293ed528f0",2020-02-26,NA,"Young needles","no","Number of young needles present",NA,NA,2020
"NEON.PLA.D16.ABBY.06019","a72be408-4156-43b7-9612-f906219506a7",2020-02-26,NA,"Young needles","no","Number of young needles present",NA,NA,2020
"NEON.PLA.D16.ABBY.06030","860afab8-f422-4e74-b0f1-a7a5e04c9748",2020-02-26,NA,"Young needles","no","Number of young needles present",NA,NA,2020
"NEON.PLA.D16.ABBY.06090","e8926d36-6f81-43c5-9170-fb05165c4fd8",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06056","348973d1-97f3-48d9-b9e0-231b21efbd12",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06071","731718f6-44ad-4ff3-bcb9-fa1988ebf0e4",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06069","250cc522-0312-4742-8302-0d538cb50992",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06049","30d25c1c-a88b-4c91-b422-83f64e702f3b",2020-02-26,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06093","627bf388-6175-40d0-a5f8-43f967831306",2020-02-26,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06074","dc1f0311-db8f-49fa-940d-c044b982444d",2020-02-26,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06036","b2e20786-a047-4282-b3d7-ff85d912cda9",2020-02-26,NA,"Young needles","no","Number of young needles present",NA,NA,2020
"NEON.PLA.D16.ABBY.06091","43eb8bd6-2d43-4fdc-9d5c-16cba6e193fd",2020-02-26,NA,"Young needles","no","Number of young needles present",NA,NA,2020
"NEON.PLA.D16.ABBY.06080","28b481e0-233a-49ba-9ef5-40a989214278",2020-02-26,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06005","cc5dbef0-3124-4907-ad56-4c2bd2847b70",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06181","da2c3edb-0b21-4f51-9eb9-26b2e766b3e5",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06061","7baa1045-8c5e-46b8-8ca1-e2cbbaa493b7",2020-02-26,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06078","48054819-6d10-4b08-988f-91f2497462b1",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06046","c95d18ea-1d94-45aa-9652-b97e3941c807",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06066","8f417ff1-8f2d-4355-9db3-b14ad06a4174",2020-02-26,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06051","92a4c1a1-318c-4927-87b1-c825f6c80a30",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06095","86f0bc9b-c76a-4469-9600-6b5423e7fd64",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06037","b3b33ae3-be94-467f-801b-ed1099cd133e",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06087","24795a5e-b4eb-42a2-b516-5678e2e2ec6d",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06029","924e5b7f-4f74-48f3-b9d8-96db15b2a79e",2020-02-26,NA,"Open flowers","yes","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open","< 5%",NA,2020
"NEON.PLA.D16.ABBY.06098","406fa220-6a4c-4dcb-8245-761e548660db",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06069","7ef9bc73-1eb1-4ebe-92b5-350c54f8fc60",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06094","165025be-49c9-41f7-b698-165a52b7b7b8",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06087","c6359097-7ce7-4132-b00c-1c979a99cf33",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06199","4f4c1c97-c271-4da5-b180-2f815b42868d",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06070","6fa79e69-7486-4390-aa67-b2a47280c025",2020-02-26,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06178","5f4e5855-a2e6-44fb-a478-0a04968affd4",2020-02-26,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06084","35c40b83-2f23-456f-bcd5-5433fd8f2e1c",2020-02-26,NA,"Young needles","no","Number of young needles present",NA,NA,2020
"NEON.PLA.D16.ABBY.06091","9a181a41-f66b-4f4c-a8d4-232092045e68",2020-02-26,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06068","654bcbc1-67c2-4582-ad63-fcd2ad88cb63",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06089","08fe1c91-2e6c-4358-852b-56fccacbd88a",2020-02-26,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06029","000aab3d-47ba-452f-8666-c73226dd672d",2020-02-26,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06042","525b2b5c-4161-4b08-9e51-e767103b3f31",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06088","1f911bf3-a66e-4951-97ac-d17de07b3ee7",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06061","a0493036-1a21-404f-a3e9-e0114ad9084b",2020-02-26,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06094","0c0fb40a-4c7b-4ef7-9e95-2cd5680520a1",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06092","1442e102-d78d-4769-a971-42a0390cf8ee",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06085","c670da21-0756-49c0-8a07-f2fc6de697cd",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06048","2274742b-1890-41df-ad3e-4cfe2883d799",2020-02-26,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06078","7acbc15a-438b-4e69-94b3-598fe1eb8ab0",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06034","33565b39-4881-4594-b5ef-2db7a1d0a855",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06030","e804bfc4-848d-4c3e-b0a5-719c6dfd82dd",2020-02-26,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06076","29d9710e-2175-4de7-a503-081d5301dc7a",2020-02-26,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06199","29b02b01-d339-4fb4-9d26-f61a15368e05",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06182","ed319c9b-65c6-4893-a12e-4ae2e71f70aa",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06196","48b0bdfa-bc08-43e9-a08c-6c858bd2bc71",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06018","98c1197f-6066-42af-84b0-8da11e1c7c9a",2020-02-26,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06012","595171fc-3dff-4e8c-8bc3-3f8ce4da8c43",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06033","edc7809e-6053-4211-a46c-1b3f18c41a8c",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06057","f751b94c-e52b-4488-bc38-ca5ab4c0fe7b",2020-02-26,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06080","33e6e831-309a-4edb-bbd5-b607b817e489",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06027","928c905a-3003-446f-84f3-893e80edeae5",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06198","50c5f22e-8905-48d4-b005-299a0f2db354",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06092","3d5013ba-e38d-4495-a5bb-bab288ff1fd8",2020-02-26,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06010","1de4189b-952f-434d-8cfa-37cbade46526",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06181","fc831b1b-dada-4bb8-bc76-88ec854888b5",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06077","2322160a-cdf6-406d-a00b-f90da860b5c6",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06167","da3715e7-3dd6-4ff4-a3f0-5ec3c2fd13b7",2020-02-26,NA,"Young needles","no","Number of young needles present",NA,NA,2020
"NEON.PLA.D16.ABBY.06065","cc0c750e-4c31-4bd5-8167-f308ca610bfb",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06033","5d6b765b-48a6-4686-b3e8-61bc734c1bb8",2020-02-26,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06095","8c75d17e-0fd5-4339-91e9-6723c09b2566",2020-02-26,NA,"Falling leaves","no",NA,NA,NA,2020
"NEON.PLA.D16.ABBY.06034","13d809b6-015f-4f5e-9897-cd08f227e3a1",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06095","d8d10921-7974-4ecd-8a69-e8d9475d75d9",2020-02-26,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06063","5208b222-d6b0-411a-a387-427f9f701840",2020-02-26,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06033","1d4e048f-4a38-409b-b8c8-8fc816193604",2020-02-26,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06009","cbfd0b55-10a2-4057-af41-f3e1a75fe77e",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06051","faf5e655-a2a2-41e9-a77b-3900cbaa2753",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06099","4d5386f5-b8c0-43ad-8767-b1bed05ed42e",2020-02-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06071","506610dc-87f6-40b3-bc05-c4b23c11212e",2020-02-26,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06006","1ca6edd4-6298-4238-b6ab-c638325c506c",2020-02-26,NA,"Young leaves","no","Number of young leaves present",NA,NA,2020
"NEON.PLA.D16.ABBY.06093","b8c83419-953e-4fb4-86e3-839237dd6ab8",2020-02-26,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06043","1c95aaf4-450a-478a-a5b0-2604a622eb8e",2020-02-26,NA,"Young needles","no","Number of young needles present",NA,NA,2020
"NEON.PLA.D16.ABBY.06092","75e1e4c5-dac8-4871-b64e-bebeebe1c539",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
"NEON.PLA.D16.ABBY.06049","0e512cda-8d77-46a5-beb9-0dd4201188f2",2020-02-26,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2020
"NEON.PLA.D16.ABBY.06065","3afd6d63-ff4f-414d-89c8-8a0f501996fc",2020-02-26,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2020
"NEON.PLA.D16.ABBY.06003","1138ab1f-ae67-443f-a9a2-a9e33942656e",2020-02-26,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2020
